Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,-3,-3,0,1,0
1,2,0,-3,1,1,0
1,3,-3,-6,0,1,0
1,4,0,-6,1,1,0
1,5,-3,-9,2,1,0
1,6,-33,-42,5,1,1
2,1,-3,-3,2,1,0
2,2,0,-3,3,1,0
2,3,0,-3,1,1,0
2,4,0,-3,5,1,0
2,5,0,-3,5,1,0
2,6,0,-3,2,1,0
2,7,0,-3,2,1,0
2,8,0,-3,4,1,0
2,9,0,-3,1,1,0
2,10,0,-3,4,1,0
2,11,0,-3,5,1,0
2,12,0,-3,5,1,0
2,13,0,-3,4,1,0
2,14,0,-3,3,1,0
2,15,0,-3,2,1,0
2,16,0,-3,3,1,0
2,17,0,-3,5,1,0
2,18,0,-3,1,1,0
2,19,-3,-6,3,1,0
2,20,-33,-39,0,1,1
3,1,-3,-3,4,1,0
3,2,-3,-6,1,1,0
3,3,-3,-9,3,1,0
3,4,-3,-12,5,1,0
3,5,-3,-15,4,1,0
3,6,-33,-48,2,1,1
4,1,0,0,3,1,0
4,2,150,150,5,1,0
4,3,0,150,1,1,0
4,4,0,150,4,1,0
4,5,0,150,1,1,0
4,6,0,150,2,1,0
4,7,0,150,5,1,0
4,8,0,150,0,1,0
4,9,0,150,3,1,0
4,10,-100,50,3,1,1
5,1,-1,-1,0,1,0
5,2,-1,-2,2,1,0
5,3,-1,-3,4,1,0
5,4,-1,-4,4,1,0
5,5,-1,-5,3,1,0
5,6,-1,-6,5,1,0
5,7,-1,-7,2,1,0
5,8,0,-7,2,1,0
5,9,-1,-8,3,1,0
5,10,-31,-39,5,1,1
6,1,-1,-1,5,1,0
6,2,0,-1,1,1,0
6,3,-1,-2,1,1,0
6,4,-1,-3,4,1,0
6,5,0,-3,2,1,0
6,6,0,-3,4,1,0
6,7,0,-3,1,1,0
6,8,-3,-6,2,1,0
6,9,-3,-9,4,1,0
6,10,0,-9,0,1,0
6,11,0,-9,4,1,0
6,12,-3,-12,2,1,0
6,13,-3,-15,5,1,0
6,14,0,-15,1,1,0
6,15,-3,-18,0,1,0
6,16,-30,-48,1,1,1
7,1,0,0,0,1,0
7,2,-100,-100,2,1,1
8,1,-100,-100,2,1,1
9,1,0,0,4,1,0
9,2,0,0,3,1,0
9,3,0,0,5,1,0
9,4,0,0,2,1,0
9,5,-3,-3,2,1,0
9,6,-3,-6,5,1,0
9,7,-100,-106,1,1,1
10,1,-1,-1,4,1,0
10,2,0,-1,2,1,0
10,3,0,-1,0,1,0
10,4,0,-1,3,1,0
10,5,-100,-101,0,1,1
11,1,0,0,0,1,0
11,2,0,0,0,1,0
11,3,0,0,4,1,0
11,4,-100,-100,2,1,1
12,1,-1,-1,5,1,0
12,2,0,-1,2,1,0
12,3,0,-1,0,1,0
12,4,0,-1,0,1,0
12,5,0,-1,3,1,0
12,6,-3,-4,3,1,0
12,7,-31,-35,3,1,1
13,1,-3,-3,1,1,0
13,2,-1,-4,3,1,0
13,3,-3,-7,3,1,0
13,4,-3,-10,5,1,0
13,5,-3,-13,1,1,0
13,6,-30,-43,1,1,1
14,1,0,0,3,1,0
14,2,0,0,4,1,0
14,3,0,0,3,1,0
14,4,-3,-3,1,1,0
14,5,0,-3,0,1,0
14,6,0,-3,4,1,0
14,7,0,-3,3,1,0
14,8,0,-3,2,1,0
14,9,0,-3,5,1,0
14,10,0,-3,3,1,0
14,11,0,-3,2,1,0
14,12,0,-3,4,1,0
14,13,0,-3,4,1,0
14,14,-3,-6,1,1,0
14,15,-3,-9,5,1,0
14,16,-3,-12,4,1,0
14,17,-3,-15,5,1,0
14,18,-1,-16,1,1,0
14,19,-31,-47,5,1,1
15,1,0,0,0,1,0
15,2,0,0,1,1,0
15,3,0,0,4,1,0
15,4,0,0,0,1,0
15,5,0,0,1,1,0
15,6,0,0,1,1,0
15,7,0,0,0,1,0
15,8,0,0,0,1,0
15,9,-1,-1,2,1,0
15,10,-1,-2,5,1,0
15,11,-1,-3,4,1,0
15,12,0,-3,3,1,0
15,13,0,-3,5,1,0
15,14,-1,-4,2,1,0
15,15,0,-4,3,1,0
15,16,0,-4,5,1,0
15,17,0,-4,1,1,0
15,18,-30,-34,1,1,1
16,1,-1,-1,4,1,0
16,2,0,-1,1,1,0
16,3,0,-1,2,1,0
16,4,0,-1,5,1,0
16,5,-100,-101,2,1,1
17,1,-3,-3,5,1,0
17,2,-3,-6,5,1,0
17,3,0,-6,2,1,0
17,4,0,-6,4,1,0
17,5,0,-6,0,1,0
17,6,0,-6,2,1,0
17,7,-100,-106,2,1,1
18,1,-100,-100,2,1,1
19,1,-3,-3,2,1,0
19,2,0,-3,3,1,0
19,3,-1,-4,0,1,0
19,4,0,-4,0,1,0
19,5,-1,-5,1,1,0
19,6,-31,-36,5,1,1
20,1,114,114,5,1,0
20,2,-1,113,3,1,0
20,3,0,113,0,1,0
20,4,0,113,2,1,0
20,5,0,113,4,1,0
20,6,-3,110,0,1,0
20,7,0,110,2,1,0
20,8,150,260,5,1,0
20,9,0,260,4,1,0
20,10,-3,257,1,1,0
20,11,-100,157,2,1,1
21,1,-2,-2,5,1,0
21,2,-2,-4,5,1,0
21,3,-2,-6,5,1,0
21,4,-2,-8,4,1,0
21,5,0,-8,2,1,0
21,6,0,-8,4,1,0
21,7,0,-8,1,1,0
21,8,0,-8,0,1,0
21,9,0,-8,5,1,0
21,10,0,-8,1,1,0
21,11,0,-8,3,1,0
21,12,0,-8,4,1,0
21,13,0,-8,4,1,0
21,14,0,-8,2,1,0
21,15,0,-8,0,1,0
21,16,0,-8,4,1,0
21,17,0,-8,1,1,0
21,18,0,-8,3,1,0
21,19,0,-8,0,1,0
21,20,0,-8,5,1,0
21,21,-33,-41,0,1,1
22,1,-1,-1,1,1,0
22,2,-100,-101,3,1,1
23,1,-3,-3,2,1,0
23,2,-3,-6,5,1,0
23,3,-3,-9,1,1,0
23,4,-33,-42,0,1,1
