Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,0,0,1,1,0
1,2,0,0,4,1,0
1,3,0,0,5,1,0
1,4,0,0,1,1,0
1,5,0,0,4,1,0
1,6,0,0,4,1,0
1,7,0,0,5,1,0
1,8,0,0,0,1,0
1,9,0,0,5,1,0
1,10,-1,-1,3,1,0
1,11,0,-1,3,1,0
1,12,-33,-34,0,1,1
2,1,0,0,1,1,0
2,2,-100,-100,3,1,1
3,1,0,0,0,1,0
3,2,0,0,1,1,0
3,3,0,0,3,1,0
3,4,0,0,3,1,0
3,5,0,0,0,1,0
3,6,0,0,4,1,0
3,7,0,0,2,1,0
3,8,0,0,0,1,0
3,9,0,0,3,1,0
3,10,0,0,2,1,0
3,11,-1,-1,0,1,0
3,12,-31,-32,3,1,1
4,1,-1,-1,3,1,0
4,2,-1,-2,4,1,0
4,3,-1,-3,2,1,0
4,4,-3,-6,0,1,0
4,5,-1,-7,1,1,0
4,6,-33,-40,0,1,1
5,1,0,0,4,1,0
5,2,-3,-3,3,1,0
5,3,-3,-6,0,1,0
5,4,0,-6,3,1,0
5,5,0,-6,4,1,0
5,6,0,-6,1,1,0
5,7,-3,-9,2,1,0
5,8,-33,-42,5,1,1
6,1,-1,-1,0,1,0
6,2,-1,-2,3,1,0
6,3,-1,-3,0,1,0
6,4,-31,-34,0,1,1
7,1,-3,-3,0,1,0
7,2,-1,-4,0,1,0
7,3,0,-4,0,1,0
7,4,-100,-104,3,1,1
8,1,0,0,1,1,0
8,2,0,0,2,1,0
8,3,0,0,3,1,0
8,4,0,0,2,1,0
8,5,0,0,1,1,0
8,6,0,0,3,1,0
8,7,-1,-1,1,1,0
8,8,0,-1,1,1,0
8,9,0,-1,5,1,0
8,10,0,-1,4,1,0
8,11,0,-1,5,1,0
8,12,0,-1,1,1,0
8,13,0,-1,5,1,0
8,14,0,-1,4,1,0
8,15,0,-1,0,1,0
8,16,0,-1,3,1,0
8,17,0,-1,0,1,0
8,18,0,-1,0,1,0
8,19,0,-1,1,1,0
8,20,-31,-32,2,1,1
9,1,0,0,4,1,0
9.0,2.0,0.039,0.039,5.0,1.0,0.0
9.0,3.0,0.0,0.039,2.0,1.0,0.0
9.0,4.0,-1.0,-0.961,1.0,1.0,0.0
9.0,5.0,-1.0,-1.9609999999999999,3.0,1.0,0.0
9.0,6.0,-3.0,-4.961,1.0,1.0,0.0
9.0,7.0,-30.0,-34.961,2.0,1.0,1.0
10,1,0,0,2,1,0
10,2,-1,-1,3,1,0
10,3,-1,-2,5,1,0
10,4,-100,-102,3,1,1
11,1,-1,-1,4,1,0
11,2,-1,-2,3,1,0
11,3,-1,-3,2,1,0
11,4,-1,-4,3,1,0
11,5,-1,-5,5,1,0
11,6,-1,-6,4,1,0
11,7,-33,-39,1,1,1
12,1,0,0,1,1,0
12,2,-3,-3,0,1,0
12,3,-100,-103,2,1,1
13,1,-3,-3,0,1,0
13,2,0,-3,0,1,0
13,3,0,-3,0,1,0
13,4,-1,-4,3,1,0
13,5,-1,-5,5,1,0
13,6,-1,-6,5,1,0
13,7,0,-6,1,1,0
